_id,company,position,type,description,remote,startDate,endDate,inProgress,cv,createdAt,updatedAt,__v,order,endMonth,endYear,startMonth,startYear
66eaac3159f552ae11a0989e,Soraia  Modas,Gerencia ,work_experience,"Liderazgo, gestión de inventario, atención al público, solicitud de compras y mediación de conflictos.",False,10/01/2019,08/01/2022,False,66ba1c35db5c98b2ee73e96a,2024-09-18 10:32:17.622,2024-09-18 10:32:17.622,0,,,,,
66eaac3259f552ae11a098bb,Thomas Greg and Sons Perú,Auxiliar de Logística ,work_experience,"Realizó Odenes de compras en el programa SAP.
Registro y ordenamiento los datos de los proveedores aceptados.
Lideró el comité de compras con gerencia administrativa.
",False,11/09/2023,Actualmente,False,66ba1c37db5c98b2ee73e996,2024-09-18 10:32:18.308,2024-09-18 10:32:18.308,0,,,,,
66eaac3259f552ae11a098ba,Arcos Dorados ,Entrenadora ,work_experience,"Programé y coordiné los turnos con mis compañeros de trabajo para poder llegar a nuestra meta de ventas de manera eficiente y eficaz.
Capacité a los nuevos ingresos de la tienda para su desempeño en las áreas correspondientes.",False,02/06/2021,11/06/2023,False,66ba1c37db5c98b2ee73e996,2024-09-18 10:32:18.308,2024-09-18 10:32:18.308,0,,,,,
66eaac3259f552ae11a098d9,Gemefar SAC,Gerente Asuntos Regulatorios y Aseguramiento Calidad,work_experience,"Realicé inspecciones de Buenas Prácticas de Manufactura, Laboratorio y Almacenamiento, mejorando la conformidad y reduciendo al 100% multas. Gestioné autorizaciones para productos farmacéuticos y dispositivos médicos, optimizando la entrada al mercado y cumpliendo con normativas.",False,Marzo 2017,a la fecha,False,66ba1c39db5c98b2ee73e9b3,2024-09-18 10:32:18.991,2024-09-18 10:32:18.991,0,,,,,
66eaac3259f552ae11a098da,Universidad Cientifica del Sur,Delegada,work_experience,"Coordiné con docentes de Derecho Tributario II, Contratos Especiales y Derecho Laboral, gestionando la comunicación entre alumnos y profesores. Organicé actividades académicas, resolví inquietudes del curso y aseguré el cumplimiento de los plazos establecidos.",False,Abril 2024,Julio 2024,False,66ba1c39db5c98b2ee73e9b3,2024-09-18 10:32:18.991,2024-09-18 10:32:18.991,0,,,,,
66eaac3359f552ae11a098ea,Banco AlFin ,Asesora de Ventas ,work_experience,"Encargada de proporcionar asesoramiento experto sobre diversos
productos financieros, como préstamos personales y tarjetas de
crédito, a clientes potenciales a través de llamadas telefónicas,
garantizando una atención personalizada",False,Enero del 2024 ,Febrero del 2024 ,False,66ba1c3fdb5c98b2ee73e9f6,2024-09-18 10:32:19.507,2024-09-18 10:32:19.507,0,,,,,
66eaac3459f552ae11a098f8,AIESEC,Team Member de Culture and Education ,work_experience,"Desarrollar proyectos para promover la cultura dentro del comité local, asimismo gestión del talento humano.",False,01-08-2024,Presente,False,66ba1c3fdb5c98b2ee73ea02,2024-09-18 10:32:20.341,2024-09-18 10:32:20.341,0,,,,,
66eaac3459f552ae11a098f9,Universidad Científica del Sur - Área de vida y gestión universitaria ,Mentora ,work_experience,"Velar por el bienestar de alumnos de primer ciclo y ayudarlos en la transición a su vida universitaria, agendar reuniones frecuentes con cada uno para hacer seguimiento de su avance.",False,05-04-2024,20-07-2024,False,66ba1c3fdb5c98b2ee73ea02,2024-09-18 10:32:20.341,2024-09-18 10:32:20.341,0,,,,,
66eaac3559f552ae11a09914,I.E Carpe Diem,Auxiliar ,work_experience,Encargado de la supervicion del aula designado y contención emocional de un alumno con dificultades emocionales. ,False,septiembre del 2022,Agosto del 2023,False,66ba1c4edb5c98b2ee73eace,2024-09-18 10:32:21.195,2024-09-18 10:32:21.195,0,,,,,
66eaac3659f552ae11a09930,Carpe Diem,Auxiliar de aula,work_experience,Voluntariado como axiliar de aula,False,01/2023,08/2023,False,66ba1c59db5c98b2ee73ebb8,2024-09-18 10:32:22.050,2024-09-18 10:32:22.050,0,,,,,
66eaac3659f552ae11a09931,Elva Bazar,Comerciante,work_experience,"Hacedor de ventas en negocio familiar, de manera ocacional.",False,08/2017,03/2020,False,66ba1c59db5c98b2ee73ebb8,2024-09-18 10:32:22.050,2024-09-18 10:32:22.050,0,,,,,
66eaac3659f552ae11a09947,Municipalidad de Santiago de Surco,Arquitecto y Urbanista Ambiental,work_experience,Contribuí en proyectos urbanistas innovadores y sostenibles para la ciudadanía.,False,Julio 2024,Hasta la fecha,False,66ba1c60db5c98b2ee73ec27,2024-09-18 10:32:22.729,2024-09-18 10:32:22.729,0,,,,,
66eaac3659f552ae11a09948,Makro Supermayorista S.A.,Asistente de Imagen - Servicio al Cliente,work_experience,"Contribuí con al área de imagen de los colaboradores del supermercado, además brindé servicio al cliente.",False,Enero 2020,Agosto 2022,False,66ba1c60db5c98b2ee73ec27,2024-09-18 10:32:22.729,2024-09-18 10:32:22.729,0,,,,,
